name,mainaddressline,postcode,areaname2,areaname1,annual_sales,geometry,iso_5walk,iso_10walk
CARREFOUR EXPRESS MONTERA,CALLE DE LA MONTERA 32,28013,MADRID,COMUNIDAD DE MADRID,14.262512383765774,POINT (-3.702033 40.418796),"MULTIPOLYGON (((-3.7043667 40.4200745, -3.7039375 40.4202461, -3.7035942 40.4212761, -3.7030792 40.4214478, -3.7025642 40.4212761, -3.7022209 40.4209328, -3.7018776 40.4209328, -3.7015343 40.4219627, -3.7011909 40.4219627, -3.7008476 40.4209328, -3.700161 40.4202461, -3.699131 40.4199028, -3.6989594 40.4193878, -3.6989594 40.4187012, -3.699131 40.4181862, -3.699646 40.4180145, -3.700161 40.4181862, -3.7005043 40.4185295, -3.7010193 40.4187012, -3.7015343 40.4185295, -3.7017059 40.4180145, -3.7017059 40.4173279, -3.7018776 40.4168129, -3.7029076 40.4164696, -3.7032509 40.4161263, -3.7037659 40.4159546, -3.7042809 40.4161263, -3.7044525 40.4166412, -3.7044525 40.4173279, -3.7046242 40.4178429, -3.7049675 40.4181862, -3.7051392 40.4187012, -3.7051392 40.4193878, -3.7050533 40.4199028, -3.7047958 40.4200745, -3.7043667 40.4200745)))","MULTIPOLYGON (((-3.7072849 40.4181862, -3.7070274 40.4185295, -3.7066841 40.4188728, -3.7066841 40.4192162, -3.7070274 40.4195595, -3.7071991 40.4200745, -3.7071991 40.4207611, -3.7070274 40.4212761, -3.7059975 40.4216194, -3.7056541 40.4219627, -3.7046242 40.4223061, -3.7042809 40.4226494, -3.7032509 40.4229927, -3.7029076 40.423336, -3.7023926 40.4235077, -3.7017059 40.4235077, -3.7011909 40.4236794, -3.7008476 40.4240227, -3.7005043 40.4240227, -3.700161 40.4229927, -3.6998177 40.4229927, -3.6994743 40.423336, -3.699131 40.423336, -3.6987877 40.4223061, -3.6984444 40.4219627, -3.698101 40.4209328, -3.6977577 40.4205894, -3.6974144 40.4195595, -3.6963844 40.4192162, -3.6962128 40.4187012, -3.6963844 40.4181862, -3.6968994 40.4180145, -3.6975861 40.4180145, -3.698101 40.4178429, -3.698101 40.4174995, -3.6977577 40.4171562, -3.6975861 40.4166412, -3.6977577 40.4161263, -3.6982727 40.4159546, -3.7003326 40.4159546, -3.7008476 40.4157829, -3.7011909 40.414753, -3.7018776 40.4140663, -3.7029076 40.413723, -3.7032509 40.4133797, -3.7037659 40.413208, -3.7042809 40.4133797, -3.7046242 40.4144096, -3.7051392 40.4145813, -3.7058258 40.4145813, -3.7063408 40.414753, -3.7070274 40.4154396, -3.7073708 40.4164696, -3.7077141 40.4168129, -3.7078857 40.4173279, -3.7077999 40.4178429, -3.7072849 40.4181862)))"
CARREFOUR EXPRESS LEÓN,CALLE DE LEÓN 4,28014,MADRID,COMUNIDAD DE MADRID,14.170851100262169,POINT (-3.698712 40.41443),"MULTIPOLYGON (((-3.7004185 40.4154396, -3.700161 40.4157829, -3.699646 40.4159546, -3.6989594 40.4159546, -3.6984444 40.4161263, -3.698101 40.4164696, -3.6975861 40.4166412, -3.6968994 40.4166412, -3.6963844 40.4164696, -3.6956978 40.4157829, -3.6956978 40.4154396, -3.6960411 40.4150963, -3.6960411 40.414753, -3.6956978 40.4144096, -3.6956978 40.4140663, -3.6960411 40.413723, -3.6963844 40.412693, -3.6968994 40.4125214, -3.6975861 40.4125214, -3.698101 40.4123497, -3.6984444 40.4120064, -3.6989594 40.4118347, -3.699646 40.4118347, -3.700161 40.4120064, -3.7003326 40.4125214, -3.7003326 40.413208, -3.7005043 40.413723, -3.7008476 40.4140663, -3.7010193 40.4145813, -3.7009335 40.4150963, -3.7004185 40.4154396)))","MULTIPOLYGON (((-3.7043667 40.4152679, -3.7037659 40.4152679, -3.7032509 40.4154396, -3.7030792 40.4159546, -3.7030792 40.4166412, -3.7029076 40.4171562, -3.7023926 40.4173279, -3.7010193 40.4173279, -3.7005043 40.4174995, -3.6994743 40.4185295, -3.6989594 40.4187012, -3.6982727 40.4187012, -3.6977577 40.4185295, -3.6977577 40.4181862, -3.698101 40.4178429, -3.698101 40.4174995, -3.6975861 40.4173279, -3.6970711 40.4174995, -3.6967278 40.4178429, -3.6962128 40.4180145, -3.6955261 40.4180145, -3.6950111 40.4178429, -3.6946678 40.4174995, -3.6936378 40.4171562, -3.6929512 40.4164696, -3.6926079 40.4154396, -3.6922646 40.4150963, -3.6920929 40.4145813, -3.6922646 40.4140663, -3.6932945 40.413723, -3.6932945 40.4133797, -3.6929512 40.4130363, -3.6927795 40.4125214, -3.6929512 40.4120064, -3.6934662 40.4118347, -3.6941528 40.4118347, -3.6946678 40.4116631, -3.6956978 40.4106331, -3.6967278 40.4102898, -3.6970711 40.4099464, -3.698101 40.4096031, -3.6984444 40.4092598, -3.6989594 40.4090881, -3.6994743 40.4092598, -3.6998177 40.4096031, -3.7003326 40.4097748, -3.7010193 40.4097748, -3.7015343 40.4099464, -3.7018776 40.4109764, -3.7029076 40.4113197, -3.7032509 40.4116631, -3.7042809 40.4120064, -3.7044525 40.4125214, -3.7044525 40.4138947, -3.7046242 40.4144096, -3.7049675 40.414753, -3.7050533 40.4150963, -3.7047958 40.4152679, -3.7043667 40.4152679)))"
CARREFOUR EXPRESS AGASTIA 48,CALLE DE AGASTIA 48,28027,MADRID,COMUNIDAD DE MADRID,27.733739418156972,POINT (-3.6518433 40.4465615),"MULTIPOLYGON (((-3.6528683 40.4482269, -3.6522675 40.4482269, -3.6517525 40.4480553, -3.6514091 40.4477119, -3.6510658 40.4477119, -3.6507225 40.4480553, -3.6502075 40.4482269, -3.6496925 40.4480553, -3.6495209 40.4475403, -3.6496925 40.4470253, -3.6507225 40.446682, -3.6508942 40.446167, -3.6507225 40.445652, -3.6496925 40.4453087, -3.6495209 40.4447937, -3.6496925 40.4442787, -3.6502075 40.4441071, -3.6507225 40.4442787, -3.6510658 40.444622, -3.6515808 40.4447937, -3.6529541 40.4447937, -3.6534691 40.4449654, -3.6536407 40.4454803, -3.6534691 40.4459953, -3.6531258 40.4463387, -3.6531258 40.446682, -3.6534691 40.4470253, -3.6536407 40.4475403, -3.6535549 40.4480553, -3.6532974 40.4482269, -3.6528683 40.4482269)))","MULTIPOLYGON (((-3.6557865 40.4449654, -3.655529 40.4453087, -3.6544991 40.445652, -3.6541557 40.446682, -3.6538124 40.4470253, -3.6538124 40.4473686, -3.6544991 40.4480553, -3.655529 40.4483986, -3.6557007 40.4489136, -3.655529 40.4494286, -3.6548424 40.4501152, -3.6544991 40.4501152, -3.6534691 40.4490852, -3.6531258 40.4490852, -3.6514091 40.4508018, -3.6510658 40.4508018, -3.6507225 40.4504585, -3.6496925 40.4501152, -3.6493492 40.4490852, -3.6490059 40.4490852, -3.6486626 40.4494286, -3.6481476 40.4496002, -3.6467743 40.4496002, -3.6462593 40.4494286, -3.6460876 40.4489136, -3.6460876 40.4482269, -3.6462593 40.4477119, -3.6472893 40.4473686, -3.6474609 40.4468536, -3.6472893 40.4463387, -3.646946 40.4459953, -3.646946 40.445652, -3.6474609 40.4454803, -3.6481476 40.4454803, -3.6486626 40.4453087, -3.6486626 40.4449654, -3.6476326 40.4439354, -3.6474609 40.4434204, -3.6476326 40.4429054, -3.6481476 40.4427338, -3.6495209 40.4427338, -3.6500359 40.4425621, -3.6503792 40.4422188, -3.6508942 40.4420471, -3.6536407 40.4420471, -3.6541557 40.4422188, -3.6544991 40.4432487, -3.655014 40.4434204, -3.6557007 40.4434204, -3.6562157 40.4435921, -3.6563873 40.4441071, -3.6563015 40.444622, -3.6557865 40.4449654)))"
CARREFOUR EXPRESS EMBAJADORES,CALLE DE LA HUERTA DEL BAYO 50,28012,MADRID,COMUNIDAD DE MADRID,17.400187085272293,POINT (-3.704742 40.408282),"MULTIPOLYGON (((-3.7071133 40.4084015, -3.7066841 40.4085732, -3.7065125 40.4090881, -3.7066841 40.4096031, -3.7070274 40.4099464, -3.7071991 40.4104614, -3.7070274 40.4109764, -3.7065125 40.4111481, -3.7059975 40.4109764, -3.7056541 40.4099464, -3.7053108 40.4099464, -3.7049675 40.4102898, -3.7044525 40.4104614, -3.7037659 40.4104614, -3.7032509 40.4102898, -3.7029076 40.4092598, -3.7018776 40.4089165, -3.7017059 40.4084015, -3.7017059 40.4077148, -3.7018776 40.4071999, -3.7029076 40.4068565, -3.7029076 40.4065132, -3.7025642 40.4061699, -3.7025642 40.4058266, -3.7030792 40.4056549, -3.7051392 40.4056549, -3.7056541 40.4058266, -3.7059975 40.4061699, -3.7065125 40.4063416, -3.7071991 40.4063416, -3.7077141 40.4065132, -3.7078857 40.4070282, -3.7078857 40.4077148, -3.7077999 40.4082298, -3.7075424 40.4084015, -3.7071133 40.4084015)))","MULTIPOLYGON (((-3.7098598 40.4090881, -3.7094307 40.4092598, -3.709259 40.4097748, -3.709259 40.4111481, -3.7090874 40.4116631, -3.7080574 40.4120064, -3.7077141 40.4130363, -3.7073708 40.4130363, -3.7070274 40.412693, -3.7065125 40.4125214, -3.7037659 40.4125214, -3.7032509 40.4123497, -3.7029076 40.4113197, -3.7023926 40.4111481, -3.7010193 40.4111481, -3.7005043 40.4109764, -3.6998177 40.4102898, -3.6994743 40.4092598, -3.6984444 40.4089165, -3.6984444 40.4085732, -3.700161 40.4068565, -3.7003326 40.4063416, -3.7003326 40.4056549, -3.7005043 40.4051399, -3.7015343 40.4047966, -3.7015343 40.4044533, -3.7011909 40.40411, -3.7011909 40.4037666, -3.7017059 40.403595, -3.7022209 40.4037666, -3.7025642 40.40411, -3.7030792 40.4042816, -3.7051392 40.4042816, -3.7056541 40.4044533, -3.7059975 40.4047966, -3.7063408 40.4047966, -3.7066841 40.4044533, -3.7070274 40.4044533, -3.7073708 40.4047966, -3.7078857 40.4049683, -3.7085724 40.4049683, -3.7090874 40.4051399, -3.7094307 40.4054832, -3.7104607 40.4058266, -3.7106323 40.4063416, -3.7104607 40.4068565, -3.7101173 40.4071999, -3.7101173 40.4075432, -3.7104607 40.4078865, -3.7106323 40.4084015, -3.7105465 40.4089165, -3.710289 40.4090881, -3.7098598 40.4090881)))"
CARREFOUR EXPRESS MAYOR,CALLE MAYOR 46,28013,MADRID,COMUNIDAD DE MADRID,14.862276303048993,POINT (-3.709112 40.415966),"MULTIPOLYGON (((-3.7120914 40.4161263, -3.7120056 40.4166412, -3.711834 40.4171562, -3.7111473 40.4178429, -3.7106323 40.4180145, -3.7071991 40.4180145, -3.7066841 40.4178429, -3.7063408 40.4168129, -3.7053108 40.4164696, -3.7053108 40.4161263, -3.7056541 40.4157829, -3.7059975 40.414753, -3.7070274 40.4144096, -3.7080574 40.4133797, -3.7085724 40.413208, -3.7090874 40.4133797, -3.7094307 40.413723, -3.709774 40.413723, -3.7101173 40.4133797, -3.7104607 40.4133797, -3.710804 40.413723, -3.711834 40.4140663, -3.7125206 40.414753, -3.7126923 40.4152679, -3.7126064 40.4157829, -3.7120914 40.4161263)))","MULTIPOLYGON (((-3.7155247 40.4154396, -3.7152672 40.4157829, -3.7142372 40.4161263, -3.7138939 40.4171562, -3.7135506 40.4174995, -3.7132072 40.4185295, -3.711834 40.4199028, -3.711319 40.4200745, -3.710804 40.4199028, -3.7104607 40.4195595, -3.7101173 40.4195595, -3.709774 40.4199028, -3.708744 40.4202461, -3.7084007 40.4205894, -3.7080574 40.4205894, -3.7077141 40.4202461, -3.7071991 40.4200745, -3.7058258 40.4200745, -3.7053108 40.4199028, -3.7046242 40.4192162, -3.7042809 40.4181862, -3.7032509 40.4178429, -3.7029076 40.4174995, -3.7018776 40.4171562, -3.7017059 40.4166412, -3.7018776 40.4161263, -3.7029076 40.4157829, -3.7030792 40.4152679, -3.7030792 40.4145813, -3.7032509 40.4140663, -3.7037659 40.4138947, -3.7044525 40.4138947, -3.7049675 40.413723, -3.7059975 40.412693, -3.7070274 40.4123497, -3.7073708 40.4120064, -3.7078857 40.4118347, -3.7099457 40.4118347, -3.7104607 40.4116631, -3.710804 40.4113197, -3.7111473 40.4113197, -3.7121773 40.4123497, -3.7132072 40.412693, -3.7135506 40.4130363, -3.7140656 40.413208, -3.7147522 40.4133797, -3.7152672 40.4138947, -3.7156105 40.4144096, -3.7159538 40.414753, -3.7160397 40.4150963, -3.7155247 40.4154396)))"
CARREFOUR EXPRESS NUÑEZ DE BALBOA,CALLE DE NÚÑEZ DE BALBOA 10,28001,MADRID,COMUNIDAD DE MADRID,24.580332579424105,POINT (-3.682884 40.422804),"MULTIPOLYGON (((-3.6851406 40.422821, -3.6847115 40.4229927, -3.6843681 40.4240227, -3.6833382 40.424366, -3.6829948 40.425396, -3.6826515 40.425396, -3.6823082 40.424366, -3.6812782 40.4240227, -3.6812782 40.4236794, -3.6823082 40.423336, -3.6823082 40.4229927, -3.6817932 40.422821, -3.6811066 40.422821, -3.6805916 40.4226494, -3.6804199 40.4221344, -3.6804199 40.4214478, -3.6805916 40.4209328, -3.6811066 40.4207611, -3.6816216 40.4209328, -3.6819649 40.4212761, -3.6823082 40.4212761, -3.6826515 40.4209328, -3.6831665 40.4207611, -3.6845398 40.4207611, -3.6850548 40.4209328, -3.6850548 40.4212761, -3.6847115 40.4216194, -3.6847115 40.4219627, -3.6857414 40.4223061, -3.6858273 40.4226494, -3.6855698 40.422821, -3.6851406 40.422821)))","MULTIPOLYGON (((-3.6887455 40.4229927, -3.6886597 40.4235077, -3.6886597 40.4241943, -3.688488 40.4247093, -3.687973 40.4250526, -3.6872864 40.425396, -3.6865997 40.4255676, -3.6852264 40.4255676, -3.6847115 40.4257393, -3.6843681 40.4267693, -3.6833382 40.4271126, -3.6829948 40.4281425, -3.6824799 40.4283142, -3.6819649 40.4281425, -3.6816216 40.4271126, -3.6812782 40.4267693, -3.6809349 40.4257393, -3.6805916 40.4257393, -3.6802483 40.4260826, -3.6799049 40.4260826, -3.6781883 40.424366, -3.6771584 40.4240227, -3.6769867 40.4235077, -3.6771584 40.4229927, -3.6781883 40.4226494, -3.6785316 40.4216194, -3.678875 40.4212761, -3.6790466 40.4207611, -3.6790466 40.4200745, -3.6792183 40.4195595, -3.6799049 40.4188728, -3.6804199 40.4187012, -3.6817932 40.4187012, -3.6823082 40.4188728, -3.6826515 40.4192162, -3.6831665 40.4193878, -3.6838531 40.4193878, -3.6843681 40.4192162, -3.6847115 40.4188728, -3.6852264 40.4187012, -3.6859131 40.4187012, -3.6864281 40.4188728, -3.6867714 40.4192162, -3.6872864 40.4193878, -3.687973 40.4193878, -3.688488 40.4195595, -3.6886597 40.4200745, -3.688488 40.4205894, -3.6881447 40.4209328, -3.6881447 40.4212761, -3.6891747 40.4223061, -3.6892605 40.4226494, -3.6887455 40.4229927)))"
CARREFOUR EXPRESS ERCILLA,CALLE DE ERCILLA 21,28005,MADRID,COMUNIDAD DE MADRID,16.630227469845746,POINT (-3.702442 40.402421),"MULTIPOLYGON (((-3.7045383 40.4023933, -3.7042809 40.4027367, -3.7039375 40.40308, -3.7039375 40.4034233, -3.7042809 40.4037666, -3.7044525 40.4042816, -3.7042809 40.4047966, -3.7037659 40.4049683, -3.7032509 40.4047966, -3.7029076 40.4044533, -3.7023926 40.4042816, -3.7010193 40.4042816, -3.7005043 40.40411, -3.7003326 40.403595, -3.7003326 40.4022217, -3.700161 40.4017067, -3.6998177 40.4013634, -3.6998177 40.4010201, -3.7005043 40.4003334, -3.7010193 40.4001617, -3.7030792 40.4001617, -3.7035942 40.4003334, -3.7049675 40.4017067, -3.7050533 40.40205, -3.7045383 40.4023933)))","MULTIPOLYGON (((-3.7072849 40.4044533, -3.7070274 40.4047966, -3.7066841 40.4051399, -3.7063408 40.4061699, -3.7058258 40.4063416, -3.7051392 40.4063416, -3.7046242 40.4061699, -3.7042809 40.4058266, -3.7039375 40.4058266, -3.7035942 40.4061699, -3.7030792 40.4063416, -3.7023926 40.4063416, -3.7018776 40.4061699, -3.7015343 40.4058266, -3.7011909 40.4058266, -3.7008476 40.4061699, -3.7003326 40.4063416, -3.6998177 40.4061699, -3.6994743 40.4051399, -3.699131 40.4051399, -3.6987877 40.4054832, -3.6984444 40.4054832, -3.6977577 40.4047966, -3.6974144 40.4037666, -3.6963844 40.4034233, -3.6963844 40.40308, -3.698101 40.4013634, -3.6982727 40.4008484, -3.698101 40.4003334, -3.6977577 40.3999901, -3.6975861 40.3994751, -3.6977577 40.3989601, -3.6982727 40.3987885, -3.7003326 40.3987885, -3.7008476 40.3986168, -3.7011909 40.3982735, -3.7017059 40.3981018, -3.7023926 40.3981018, -3.7029076 40.3982735, -3.7032509 40.3986168, -3.7035942 40.3986168, -3.7039375 40.3982735, -3.7042809 40.3982735, -3.7046242 40.3986168, -3.7056541 40.3989601, -3.7063408 40.3996468, -3.7066841 40.4006767, -3.7077141 40.4017067, -3.7078857 40.4022217, -3.7078857 40.403595, -3.7077999 40.40411, -3.7072849 40.4044533)))"
CARREFOUR EXPRESS JUAN DE AUSTRIA,CALLE DE JUAN DE AUSTRIA 13,28010,MADRID,COMUNIDAD DE MADRID,19.1675859077497,POINT (-3.699574 40.432826),"MULTIPOLYGON (((-3.7023067 40.4331207, -3.7018776 40.4332924, -3.7018776 40.4336357, -3.7022209 40.433979, -3.7022209 40.4343224, -3.7008476 40.4356956, -3.7003326 40.4358673, -3.6998177 40.4356956, -3.6987877 40.4346657, -3.6982727 40.434494, -3.6975861 40.434494, -3.6970711 40.4343224, -3.6968994 40.4338074, -3.6968994 40.4324341, -3.6970711 40.4319191, -3.698101 40.4315758, -3.699131 40.4305458, -3.699646 40.4303741, -3.700161 40.4305458, -3.7011909 40.4315758, -3.7017059 40.4317474, -3.7023926 40.4317474, -3.7029076 40.4319191, -3.7030792 40.4324341, -3.7029934 40.4329491, -3.7027359 40.4331207, -3.7023067 40.4331207)))","MULTIPOLYGON (((-3.7043667 40.434494, -3.7039375 40.4346657, -3.7037659 40.4351807, -3.7037659 40.4358673, -3.7035942 40.4363823, -3.7030792 40.436554, -3.7023926 40.436554, -3.7018776 40.4367256, -3.7015343 40.4370689, -3.7010193 40.4372406, -3.699646 40.4372406, -3.699131 40.4370689, -3.6987877 40.4367256, -3.6977577 40.4363823, -3.6974144 40.4353523, -3.6968994 40.4351807, -3.6963844 40.4353523, -3.6960411 40.4356956, -3.6955261 40.4358673, -3.6948395 40.4358673, -3.6943245 40.4356956, -3.6939812 40.4346657, -3.6929512 40.4343224, -3.6929512 40.433979, -3.6939812 40.4336357, -3.6939812 40.4332924, -3.6936378 40.4329491, -3.6936378 40.4326057, -3.6946678 40.4322624, -3.6948395 40.4317474, -3.6948395 40.4310608, -3.6950111 40.4305458, -3.6960411 40.4302025, -3.6960411 40.4298592, -3.6956978 40.4295158, -3.6956978 40.4291725, -3.6967278 40.4288292, -3.6977577 40.4277992, -3.698101 40.4277992, -3.6984444 40.4281425, -3.6987877 40.4281425, -3.699131 40.4277992, -3.6994743 40.4277992, -3.6998177 40.4281425, -3.7003326 40.4283142, -3.7017059 40.4283142, -3.7022209 40.4284859, -3.7029076 40.4291725, -3.7032509 40.4302025, -3.7039375 40.4308891, -3.7049675 40.4312325, -3.7049675 40.4315758, -3.7046242 40.4319191, -3.7046242 40.4322624, -3.7049675 40.4326057, -3.7051392 40.4331207, -3.7051392 40.4338074, -3.7050533 40.4343224, -3.7047958 40.434494, -3.7043667 40.434494)))"
CARREFOUR EXPRESS CEPSA SANCHINARRO,CALLE DE MARÍA DE PORTUGAL 15,28050,MADRID,COMUNIDAD DE MADRID,9.162754,POINT (-3.662984 40.4974717),"MULTIPOLYGON (((-3.6647129 40.4964638, -3.6644554 40.4968071, -3.6634254 40.4978371, -3.6634254 40.4981804, -3.6637688 40.4985237, -3.6639404 40.4990387, -3.6637688 40.4995537, -3.6632538 40.4997253, -3.6627388 40.4995537, -3.6623955 40.4992104, -3.6620522 40.4992104, -3.6617088 40.4995537, -3.6611938 40.4997253, -3.6606789 40.4995537, -3.6605072 40.4990387, -3.6605072 40.4983521, -3.6606789 40.4978371, -3.6611938 40.4976654, -3.6618805 40.4976654, -3.6623955 40.4974937, -3.6625671 40.4969788, -3.6623955 40.4964638, -3.6620522 40.4961205, -3.6620522 40.4957771, -3.6625671 40.4956055, -3.6632538 40.4956055, -3.6637688 40.4954338, -3.6641121 40.4950905, -3.6646271 40.4949188, -3.6651421 40.4950905, -3.6653137 40.4956055, -3.6652279 40.4961205, -3.6647129 40.4964638)))","MULTIPOLYGON (((-3.6667728 40.4950905, -3.666687 40.4956055, -3.6665154 40.4961205, -3.6660004 40.4962921, -3.6653137 40.4962921, -3.6649704 40.4964638, -3.6653137 40.4968071, -3.6658287 40.4971504, -3.6658287 40.4974937, -3.6654854 40.4978371, -3.6653137 40.4983521, -3.6653137 40.4990387, -3.6654854 40.4995537, -3.6658287 40.499897, -3.6660004 40.500412, -3.6658287 40.500927, -3.6651421 40.5016136, -3.6646271 40.5017853, -3.6641121 40.5016136, -3.6637688 40.5012703, -3.6634254 40.5012703, -3.6630821 40.5016136, -3.6627388 40.5016136, -3.6620522 40.500927, -3.6617088 40.499897, -3.6613655 40.499897, -3.6596489 40.5016136, -3.6593056 40.5016136, -3.6589622 40.5012703, -3.6579323 40.500927, -3.6577606 40.500412, -3.6579323 40.499897, -3.6589622 40.4995537, -3.6589622 40.4992104, -3.6579323 40.498867, -3.6577606 40.4983521, -3.6577606 40.4976654, -3.6579323 40.4971504, -3.6589622 40.4961205, -3.6591339 40.4956055, -3.6591339 40.4949188, -3.6593056 40.4944038, -3.6598206 40.4942322, -3.6605072 40.4942322, -3.6610222 40.4940605, -3.6613655 40.4937172, -3.6623955 40.4933739, -3.6627388 40.4930305, -3.6632538 40.4928589, -3.6660004 40.4928589, -3.6665154 40.4930305, -3.667202 40.4937172, -3.6673737 40.4942322, -3.6672878 40.4947472, -3.6667728 40.4950905)))"
CARREFOUR EXPRESS HERMOSILLA,CALLE HERMOSILLA 28,28001,MADRID,COMUNIDAD DE MADRID,24.598834980895077,POINT (-3.684735 40.426304),"MULTIPOLYGON (((-3.6872005 40.4269409, -3.6865997 40.4269409, -3.6860847 40.4271126, -3.6857414 40.4281425, -3.6852264 40.4283142, -3.6838531 40.4283142, -3.6833382 40.4281425, -3.6829948 40.4271126, -3.6824799 40.4269409, -3.6817932 40.4269409, -3.6812782 40.4267693, -3.6811066 40.4262543, -3.6812782 40.4257393, -3.6817932 40.4255676, -3.6824799 40.4255676, -3.6829948 40.425396, -3.6840248 40.424366, -3.6843681 40.424366, -3.6847115 40.4247093, -3.6852264 40.424881, -3.6865997 40.424881, -3.6871147 40.4250526, -3.687458 40.4260826, -3.6878014 40.4264259, -3.6878872 40.4267693, -3.6876297 40.4269409, -3.6872005 40.4269409)))","MULTIPOLYGON (((-3.6906338 40.4262543, -3.6902046 40.4264259, -3.690033 40.4269409, -3.690033 40.4276276, -3.6898613 40.4281425, -3.6893463 40.4283142, -3.6886597 40.4283142, -3.6881447 40.4284859, -3.6878014 40.4295158, -3.6867714 40.4298592, -3.6864281 40.4308891, -3.6859131 40.4310608, -3.6831665 40.4310608, -3.6826515 40.4308891, -3.6823082 40.4298592, -3.6817932 40.4296875, -3.6811066 40.4296875, -3.6805916 40.4295158, -3.6802483 40.4284859, -3.6799049 40.4281425, -3.6797333 40.4276276, -3.6797333 40.4269409, -3.6795616 40.4264259, -3.6785316 40.4260826, -3.6785316 40.4257393, -3.6799049 40.424366, -3.6802483 40.424366, -3.6805916 40.4247093, -3.6809349 40.4247093, -3.6812782 40.4236794, -3.6817932 40.4235077, -3.6831665 40.4235077, -3.6836815 40.423336, -3.6838531 40.422821, -3.6838531 40.4221344, -3.6840248 40.4216194, -3.6843681 40.4216194, -3.6847115 40.4226494, -3.6850548 40.4226494, -3.6853981 40.4216194, -3.6859131 40.4214478, -3.6865997 40.4216194, -3.6871147 40.4221344, -3.6872864 40.422821, -3.687458 40.423336, -3.687973 40.4235077, -3.6886597 40.4235077, -3.6891747 40.4236794, -3.6902046 40.4247093, -3.6912346 40.4250526, -3.6914063 40.4255676, -3.6913204 40.4260826, -3.6910629 40.4262543, -3.6906338 40.4262543)))"
CARREFOUR EXPRESS ORTEGA Y GASSET,CALLE DE JOSÉ ORTEGA Y GASSET 51,28006,MADRID,COMUNIDAD DE MADRID,28.105579445691784,POINT (-3.67714 40.430126),"MULTIPOLYGON (((-3.6796474 40.4310608, -3.6792183 40.4308891, -3.678875 40.4305458, -3.6785316 40.4305458, -3.6781883 40.4315758, -3.677845 40.4315758, -3.6775017 40.4305458, -3.6771584 40.4305458, -3.676815 40.4315758, -3.6764717 40.4315758, -3.6761284 40.4305458, -3.6757851 40.4305458, -3.6754417 40.4315758, -3.6750984 40.4315758, -3.6747551 40.4305458, -3.6742401 40.4303741, -3.6735535 40.4303741, -3.6730385 40.4302025, -3.6730385 40.4298592, -3.6737251 40.4291725, -3.6740685 40.4291725, -3.6744118 40.4295158, -3.6749268 40.4296875, -3.6756134 40.4296875, -3.6761284 40.4295158, -3.6764717 40.4284859, -3.6769867 40.4283142, -3.67836 40.4283142, -3.678875 40.4284859, -3.6792183 40.4288292, -3.6802483 40.4291725, -3.6804199 40.4296875, -3.6804199 40.4303741, -3.6803341 40.4308891, -3.6800766 40.4310608, -3.6796474 40.4310608)))","MULTIPOLYGON (((-3.6830807 40.4312325, -3.6824799 40.4315758, -3.6819649 40.4319191, -3.6816216 40.4322624, -3.6805916 40.4326057, -3.6781883 40.435009, -3.677845 40.435009, -3.6775017 40.433979, -3.6771584 40.433979, -3.676815 40.435009, -3.6763 40.4351807, -3.6757851 40.435009, -3.6754417 40.433979, -3.6744118 40.4336357, -3.6740685 40.4332924, -3.6730385 40.4329491, -3.6726952 40.4319191, -3.6716652 40.4315758, -3.6706352 40.4305458, -3.6696053 40.4302025, -3.6694336 40.4296875, -3.6696053 40.4291725, -3.6701202 40.4290009, -3.6708069 40.4290009, -3.6713219 40.4288292, -3.6716652 40.4284859, -3.6721802 40.4283142, -3.6728668 40.4283142, -3.6733818 40.4281425, -3.6737251 40.4271126, -3.6740685 40.4271126, -3.6744118 40.4281425, -3.6747551 40.4281425, -3.6749268 40.4276276, -3.6749268 40.4269409, -3.6750984 40.4264259, -3.6761284 40.4260826, -3.676815 40.425396, -3.6771584 40.424366, -3.6775017 40.424366, -3.6776733 40.424881, -3.6776733 40.4255676, -3.677845 40.4260826, -3.6781883 40.4260826, -3.6785316 40.4257393, -3.678875 40.4257393, -3.6792183 40.4267693, -3.6795616 40.4267693, -3.6799049 40.4264259, -3.6802483 40.4264259, -3.6804199 40.4269409, -3.6804199 40.4276276, -3.6805916 40.4281425, -3.6811066 40.4283142, -3.6824799 40.4283142, -3.6829948 40.4284859, -3.6833382 40.4295158, -3.6836815 40.4298592, -3.6838531 40.4303741, -3.6837673 40.4308891, -3.6835098 40.4310608, -3.6830807 40.4312325)))"
