name,mainaddressline,postcode,areaname2,areaname1,annual_sales,geometry,iso_5walk,iso_10walk
CARREFOUR EXPRESS GENERAL PERÓN,AVENIDA DEL GENERAL PERÓN 12,28020,MADRID,COMUNIDAD DE MADRID,19.461993505395718,POINT (-3.697632 40.452324),"MULTIPOLYGON (((-3.7002468 40.4537201, -3.6998177 40.4538918, -3.6994743 40.4542351, -3.6989594 40.4544067, -3.6982727 40.4544067, -3.6977577 40.4545784, -3.6974144 40.4549217, -3.6970711 40.4549217, -3.6960411 40.4538918, -3.6950111 40.4535484, -3.6946678 40.4532051, -3.6936378 40.4528618, -3.6934662 40.4523468, -3.6936378 40.4518318, -3.6946678 40.4514885, -3.6950111 40.4511452, -3.6960411 40.4508018, -3.6963844 40.4504585, -3.6967278 40.4504585, -3.6970711 40.4514885, -3.6974144 40.4514885, -3.6977577 40.4504585, -3.6982727 40.4502869, -3.6989594 40.4502869, -3.6994743 40.4504585, -3.7008476 40.4518318, -3.7010193 40.4523468, -3.7010193 40.4530334, -3.7009335 40.4535484, -3.700676 40.4537201, -3.7002468 40.4537201)))","MULTIPOLYGON (((-3.7043667 40.4537201, -3.7039375 40.4538918, -3.7035942 40.4542351, -3.7030792 40.4544067, -3.7023926 40.4544067, -3.7018776 40.4545784, -3.7008476 40.4556084, -3.7003326 40.45578, -3.699646 40.45578, -3.699131 40.4559517, -3.698101 40.4569817, -3.6975861 40.4571533, -3.6962128 40.4571533, -3.6956978 40.4569817, -3.6953545 40.4559517, -3.6943245 40.4556084, -3.6939812 40.455265, -3.6929512 40.4549217, -3.6926079 40.4538918, -3.6919212 40.4532051, -3.6908913 40.4528618, -3.6907196 40.4523468, -3.6908913 40.4518318, -3.6915779 40.4511452, -3.6926079 40.4508018, -3.6936378 40.4497719, -3.6946678 40.4494286, -3.6963844 40.4477119, -3.6968994 40.4475403, -3.6982727 40.4475403, -3.6987877 40.4477119, -3.699131 40.4480553, -3.700161 40.4483986, -3.7003326 40.4489136, -3.7003326 40.4496002, -3.7005043 40.4501152, -3.7010193 40.4502869, -3.7017059 40.4502869, -3.7022209 40.4504585, -3.7025642 40.4509735, -3.7030792 40.4514885, -3.7035942 40.4518318, -3.7039375 40.4521751, -3.7049675 40.4525185, -3.7051392 40.4530334, -3.7050533 40.4535484, -3.7047958 40.4537201, -3.7043667 40.4537201)))"
CARREFOUR EXPRESS ANTONIO CUMELLA,CALLE DE ANTONIO CUMELLA 20,28030,MADRID,COMUNIDAD DE MADRID,12.539307147736194,POINT (-3.635682 40.410387),"MULTIPOLYGON (((-3.6370754 40.4118347, -3.6366463 40.4120064, -3.6356163 40.4130363, -3.635273 40.4130363, -3.6349297 40.412693, -3.6338997 40.4123497, -3.633213 40.4116631, -3.633213 40.4113197, -3.634243 40.4109764, -3.6356163 40.4096031, -3.6359596 40.4085732, -3.6364746 40.4084015, -3.6371613 40.4084015, -3.6376762 40.4085732, -3.6376762 40.4089165, -3.6373329 40.4092598, -3.6373329 40.4096031, -3.6376762 40.4099464, -3.6378479 40.4104614, -3.6378479 40.4111481, -3.6377621 40.4116631, -3.6375046 40.4118347, -3.6370754 40.4118347)))","MULTIPOLYGON (((-3.6406803 40.4099464, -3.6404228 40.4102898, -3.6400795 40.4106331, -3.6400795 40.4109764, -3.6404228 40.4113197, -3.6405945 40.4118347, -3.6404228 40.4123497, -3.6393929 40.412693, -3.6390495 40.4130363, -3.6385345 40.413208, -3.6380196 40.4130363, -3.6376762 40.412693, -3.6371613 40.4125214, -3.6364746 40.4125214, -3.6359596 40.412693, -3.635788 40.413208, -3.635788 40.4138947, -3.6356163 40.4144096, -3.6351013 40.4145813, -3.6323547 40.4145813, -3.6318398 40.4144096, -3.6316681 40.4138947, -3.6316681 40.4125214, -3.6314964 40.4120064, -3.6308098 40.4113197, -3.6297798 40.4109764, -3.6296082 40.4104614, -3.6297798 40.4099464, -3.6301231 40.4099464, -3.6304665 40.4102898, -3.6308098 40.4102898, -3.6311531 40.4099464, -3.6321831 40.4096031, -3.6325264 40.4092598, -3.6330414 40.4090881, -3.633728 40.4090881, -3.634243 40.4089165, -3.634243 40.4085732, -3.633213 40.4082298, -3.633213 40.4078865, -3.634243 40.4075432, -3.6345863 40.4065132, -3.6356163 40.4061699, -3.6359596 40.4058266, -3.6364746 40.4056549, -3.6369896 40.4058266, -3.6380196 40.4068565, -3.6390495 40.4071999, -3.6397362 40.4078865, -3.6400795 40.4089165, -3.6411095 40.4092598, -3.6411953 40.4096031, -3.6406803 40.4099464)))"
CARREFOUR EXPRESS CASTELLÓ 3,CALLE CASTELLÓ 36,28001,MADRID,COMUNIDAD DE MADRID,23.347625351529267,POINT (-3.6813356 40.4258824),"MULTIPOLYGON (((-3.6837673 40.4269409, -3.6824799 40.4269409, -3.6819649 40.4271126, -3.6816216 40.4281425, -3.6812782 40.4281425, -3.6809349 40.4271126, -3.6805916 40.4271126, -3.6802483 40.4274559, -3.6799049 40.4274559, -3.6795616 40.4264259, -3.6785316 40.4260826, -3.6785316 40.4257393, -3.678875 40.425396, -3.6792183 40.424366, -3.6797333 40.4241943, -3.6802483 40.424366, -3.6805916 40.4247093, -3.6809349 40.4247093, -3.6812782 40.4236794, -3.6817932 40.4235077, -3.6823082 40.4236794, -3.6823082 40.4240227, -3.6819649 40.424366, -3.6819649 40.4247093, -3.6824799 40.424881, -3.6831665 40.424881, -3.6836815 40.4250526, -3.6843681 40.4257393, -3.6845398 40.4262543, -3.684454 40.4267693, -3.6841965 40.4269409, -3.6837673 40.4269409)))","MULTIPOLYGON (((-3.6872005 40.4269409, -3.6865997 40.4269409, -3.6860847 40.4271126, -3.6857414 40.4281425, -3.6847115 40.4284859, -3.6843681 40.4295158, -3.6833382 40.4298592, -3.6829948 40.4302025, -3.6824799 40.4303741, -3.6797333 40.4303741, -3.6792183 40.4302025, -3.678875 40.4291725, -3.677845 40.4288292, -3.677845 40.4284859, -3.678875 40.4281425, -3.678875 40.4277992, -3.67836 40.4276276, -3.6769867 40.4276276, -3.6764717 40.4274559, -3.6761284 40.4264259, -3.6750984 40.4260826, -3.6750984 40.4257393, -3.6754417 40.425396, -3.6754417 40.4250526, -3.6750984 40.4247093, -3.6750984 40.424366, -3.6761284 40.4240227, -3.6764717 40.4236794, -3.6775017 40.423336, -3.6785316 40.4223061, -3.6795616 40.4219627, -3.6805916 40.4209328, -3.6811066 40.4207611, -3.6831665 40.4207611, -3.6836815 40.4209328, -3.6838531 40.4214478, -3.6840248 40.4221344, -3.6843681 40.422821, -3.6847115 40.423336, -3.6857414 40.4236794, -3.6860847 40.4247093, -3.6871147 40.4250526, -3.6871147 40.425396, -3.6860847 40.4257393, -3.6860847 40.4260826, -3.6865997 40.4262543, -3.6872864 40.4262543, -3.6878014 40.4264259, -3.6878872 40.4267693, -3.6876297 40.4269409, -3.6872005 40.4269409)))"
CARREFOUR EXPRESS JOSÉ DEL HIERRO,CALLE DE JOSÉ DEL HIERRO 44,28027,MADRID,COMUNIDAD DE MADRID,20.921666994469422,POINT (-3.64536 40.439486),"MULTIPOLYGON (((-3.6482334 40.4401588, -3.6479759 40.4405022, -3.6472893 40.4411888, -3.6467743 40.4413605, -3.6426544 40.4413605, -3.6421394 40.4411888, -3.6419678 40.4406738, -3.6421394 40.4401588, -3.6424828 40.4398155, -3.6428261 40.4387856, -3.643856 40.4384422, -3.6441994 40.4374123, -3.6447144 40.4372406, -3.6467743 40.4372406, -3.6472893 40.4374123, -3.6476326 40.4384422, -3.6479759 40.4384422, -3.6483192 40.4380989, -3.6486626 40.4380989, -3.6488342 40.4386139, -3.6488342 40.4393005, -3.6487484 40.4398155, -3.6482334 40.4401588)))","MULTIPOLYGON (((-3.6508083 40.4420471, -3.6503792 40.4422188, -3.6500359 40.4432487, -3.6495209 40.4434204, -3.6488342 40.4434204, -3.6483192 40.4432487, -3.6479759 40.4429054, -3.6476326 40.4429054, -3.6472893 40.4432487, -3.6467743 40.4434204, -3.645401 40.4434204, -3.644886 40.4432487, -3.6445427 40.4429054, -3.6440277 40.4427338, -3.6433411 40.4427338, -3.6428261 40.4425621, -3.6424828 40.4415321, -3.6421394 40.4415321, -3.6419678 40.4420471, -3.6419678 40.4427338, -3.6417961 40.4432487, -3.6414528 40.4432487, -3.6393929 40.4411888, -3.6393929 40.4408455, -3.6397362 40.4405022, -3.6399078 40.4399872, -3.6399078 40.4393005, -3.6400795 40.4387856, -3.6404228 40.4384422, -3.6407661 40.4374123, -3.6411095 40.4370689, -3.6414528 40.436039, -3.6421394 40.4353523, -3.6426544 40.4351807, -3.6431694 40.4353523, -3.6435127 40.4356956, -3.643856 40.4356956, -3.6441994 40.4353523, -3.6447144 40.4351807, -3.645401 40.4351807, -3.645916 40.4353523, -3.6462593 40.4356956, -3.6467743 40.4358673, -3.6502075 40.4358673, -3.6507225 40.436039, -3.6510658 40.4370689, -3.6514091 40.4374123, -3.6515808 40.4379272, -3.6515808 40.4393005, -3.6514091 40.4398155, -3.6510658 40.4401588, -3.6510658 40.4405022, -3.6514091 40.4408455, -3.6515808 40.4413605, -3.651495 40.4418755, -3.6512375 40.4420471, -3.6508083 40.4420471)))"
CARREFOUR EXPRESS AGASTIA,CALLE DE AGASTIA 100,28043,MADRID,COMUNIDAD DE MADRID,26.829726002209327,POINT (-3.656813 40.452775),"MULTIPOLYGON (((-3.6592197 40.4538918, -3.6591339 40.4544067, -3.6589622 40.4549217, -3.6584473 40.4550934, -3.6579323 40.4549217, -3.6569023 40.4538918, -3.656559 40.4538918, -3.6562157 40.4542351, -3.6557007 40.4544067, -3.655014 40.4544067, -3.6544991 40.4542351, -3.6538124 40.4535484, -3.6538124 40.4532051, -3.6548424 40.4528618, -3.655014 40.4523468, -3.655014 40.4509735, -3.6551857 40.4504585, -3.6557007 40.4502869, -3.6577606 40.4502869, -3.6582756 40.4504585, -3.6589622 40.4511452, -3.6589622 40.4514885, -3.6586189 40.4518318, -3.6586189 40.4521751, -3.6596489 40.4532051, -3.6597347 40.4535484, -3.6592197 40.4538918)))","MULTIPOLYGON (((-3.6617947 40.4523468, -3.6613655 40.4525185, -3.6613655 40.4528618, -3.6617088 40.4532051, -3.6618805 40.4537201, -3.6617088 40.4542351, -3.6613655 40.4545784, -3.6611938 40.4550934, -3.6613655 40.4556084, -3.6617088 40.4559517, -3.6617088 40.456295, -3.6606789 40.4566383, -3.6603355 40.4569817, -3.6598206 40.4571533, -3.6593056 40.4569817, -3.6589622 40.4566383, -3.6584473 40.4564667, -3.6579323 40.4566383, -3.657589 40.4569817, -3.657074 40.4571533, -3.656559 40.4569817, -3.655529 40.4559517, -3.655014 40.45578, -3.6544991 40.4559517, -3.6541557 40.456295, -3.6538124 40.456295, -3.6534691 40.4559517, -3.6524391 40.4556084, -3.6517525 40.4549217, -3.6517525 40.4545784, -3.6520958 40.4542351, -3.6520958 40.4538918, -3.6510658 40.4535484, -3.6510658 40.4532051, -3.6520958 40.4528618, -3.6522675 40.4523468, -3.6520958 40.4518318, -3.6517525 40.4514885, -3.6515808 40.4509735, -3.6517525 40.4504585, -3.6522675 40.4502869, -3.6529541 40.4502869, -3.6534691 40.4501152, -3.6536407 40.4496002, -3.6534691 40.4490852, -3.6531258 40.4487419, -3.6529541 40.4482269, -3.6531258 40.4477119, -3.6534691 40.4477119, -3.6538124 40.4480553, -3.6543274 40.4482269, -3.655014 40.4482269, -3.655529 40.4483986, -3.6558723 40.4487419, -3.6563873 40.4489136, -3.6569023 40.4487419, -3.6572456 40.4483986, -3.6577606 40.4482269, -3.6584473 40.4482269, -3.6589622 40.4483986, -3.6596489 40.4490852, -3.6599922 40.4501152, -3.6605072 40.4502869, -3.6611938 40.4502869, -3.6617088 40.4504585, -3.6620522 40.4514885, -3.6623955 40.4518318, -3.6624813 40.4521751, -3.6622238 40.4523468, -3.6617947 40.4523468)))"
CARREFOUR EXPRESS NUÑEZ MORGADO,CALLE DE NÚÑEZ MORGADO 7,28036,MADRID,COMUNIDAD DE MADRID,21.021730040602286,POINT (-3.685512 40.468258),"MULTIPOLYGON (((-3.6866856 40.4703712, -3.6864281 40.4707146, -3.6859131 40.4708862, -3.6853981 40.4707146, -3.6850548 40.4696846, -3.6847115 40.4696846, -3.6843681 40.4700279, -3.6840248 40.4700279, -3.6838531 40.4695129, -3.6840248 40.468998, -3.6843681 40.4686546, -3.6843681 40.4683113, -3.6833382 40.4672813, -3.6833382 40.466938, -3.6840248 40.4662514, -3.6843681 40.4662514, -3.6847115 40.4665947, -3.6850548 40.4665947, -3.6853981 40.4662514, -3.6859131 40.4660797, -3.6864281 40.4662514, -3.6867714 40.4672813, -3.6871147 40.4676247, -3.6872864 40.4681396, -3.6872864 40.4695129, -3.6872005 40.4700279, -3.6866856 40.4703712)))","MULTIPOLYGON (((-3.6892605 40.4688263, -3.6888313 40.468998, -3.688488 40.4700279, -3.6881447 40.4703712, -3.687973 40.4708862, -3.687973 40.4715729, -3.6878014 40.4720879, -3.6871147 40.4727745, -3.6865997 40.4729462, -3.6838531 40.4729462, -3.6833382 40.4727745, -3.6826515 40.4720879, -3.6824799 40.4715729, -3.6826515 40.4710579, -3.6829948 40.4707146, -3.6831665 40.4701996, -3.6831665 40.4688263, -3.6829948 40.4683113, -3.6826515 40.4683113, -3.6823082 40.4686546, -3.6819649 40.4686546, -3.6816216 40.4683113, -3.6811066 40.4681396, -3.6804199 40.4681396, -3.6799049 40.467968, -3.6797333 40.467453, -3.6799049 40.466938, -3.6809349 40.4665947, -3.6812782 40.4662514, -3.6823082 40.4659081, -3.6826515 40.4655647, -3.6836815 40.4652214, -3.6843681 40.4645348, -3.6847115 40.4635048, -3.6852264 40.4633331, -3.6857414 40.4635048, -3.6859131 40.4640198, -3.6859131 40.4653931, -3.6860847 40.4659081, -3.6865997 40.4660797, -3.6871147 40.4659081, -3.687458 40.4648781, -3.687973 40.4647064, -3.688488 40.4648781, -3.6898613 40.4662514, -3.6898613 40.4665947, -3.689518 40.466938, -3.689518 40.4672813, -3.6898613 40.4676247, -3.690033 40.4681396, -3.6899471 40.4686546, -3.6896896 40.4688263, -3.6892605 40.4688263)))"
CARREFOUR EXPRESS CARRANZA 18,CALLE DE MONTELEÓN 18,28010,MADRID,COMUNIDAD DE MADRID,24.58542617887963,POINT (-3.704507700000001 40.4295892),"MULTIPOLYGON (((-3.7077999 40.4303741, -3.7065125 40.4303741, -3.7059975 40.4305458, -3.7056541 40.4315758, -3.7051392 40.4317474, -3.7037659 40.4317474, -3.7032509 40.4315758, -3.7025642 40.4308891, -3.7022209 40.4298592, -3.7018776 40.4295158, -3.7017059 40.4290009, -3.7018776 40.4284859, -3.7029076 40.4281425, -3.7032509 40.4277992, -3.7042809 40.4274559, -3.7046242 40.4264259, -3.7051392 40.4262543, -3.7056541 40.4264259, -3.7059975 40.4274559, -3.7084007 40.4298592, -3.7084866 40.4302025, -3.7082291 40.4303741, -3.7077999 40.4303741)))","MULTIPOLYGON (((-3.7112331 40.4303741, -3.7099457 40.4303741, -3.7094307 40.4305458, -3.7090874 40.4315758, -3.7077141 40.4329491, -3.7066841 40.4332924, -3.7063408 40.4343224, -3.7058258 40.434494, -3.7037659 40.434494, -3.7032509 40.4343224, -3.7029076 40.433979, -3.7018776 40.4336357, -3.7015343 40.4332924, -3.7005043 40.4329491, -3.700161 40.4319191, -3.699131 40.4315758, -3.6989594 40.4310608, -3.6989594 40.4296875, -3.6987877 40.4291725, -3.6977577 40.4281425, -3.6977577 40.4277992, -3.6982727 40.4276276, -3.6989594 40.4276276, -3.6994743 40.4274559, -3.6998177 40.4271126, -3.7008476 40.4267693, -3.7008476 40.4264259, -3.7005043 40.4260826, -3.7005043 40.4257393, -3.7010193 40.4255676, -3.7017059 40.4255676, -3.7022209 40.4257393, -3.7025642 40.4260826, -3.7029076 40.4260826, -3.7032509 40.4250526, -3.7037659 40.424881, -3.7042809 40.4250526, -3.7046242 40.425396, -3.7056541 40.4257393, -3.7059975 40.4260826, -3.7063408 40.4260826, -3.7066841 40.4250526, -3.7071991 40.424881, -3.7077141 40.4250526, -3.7080574 40.4260826, -3.7094307 40.4274559, -3.7104607 40.4277992, -3.7111473 40.4284859, -3.7114906 40.4295158, -3.711834 40.4298592, -3.7119198 40.4302025, -3.7116623 40.4303741, -3.7112331 40.4303741)))"
CARREFOUR EXPRESS DULZAINA,CALLE DE LA DULZAINA 6,28033,MADRID,COMUNIDAD DE MADRID,15.371565036833388,POINT (-3.663417 40.48093400000001),"MULTIPOLYGON (((-3.6653996 40.4813576, -3.6651421 40.4817009, -3.6644554 40.4823875, -3.6639404 40.4825592, -3.6632538 40.4825592, -3.6627388 40.4823875, -3.6623955 40.4820442, -3.6620522 40.4820442, -3.6617088 40.4823875, -3.6611938 40.4825592, -3.6606789 40.4823875, -3.6605072 40.4818726, -3.6606789 40.4813576, -3.6617088 40.4810143, -3.6623955 40.4803276, -3.6627388 40.4792976, -3.6632538 40.479126, -3.6639404 40.479126, -3.6644554 40.4792976, -3.6647987 40.479641, -3.6658287 40.4799843, -3.6660004 40.4804993, -3.6659145 40.4810143, -3.6653996 40.4813576)))","MULTIPOLYGON (((-3.6681461 40.4813576, -3.6680603 40.4818726, -3.6678886 40.4823875, -3.6673737 40.4825592, -3.666687 40.4825592, -3.666172 40.4827309, -3.6658287 40.4837608, -3.6653137 40.4839325, -3.6646271 40.4839325, -3.6641121 40.4841042, -3.6637688 40.4844475, -3.6632538 40.4846191, -3.6627388 40.4844475, -3.6623955 40.4834175, -3.6618805 40.4832458, -3.6584473 40.4832458, -3.6579323 40.4830742, -3.6577606 40.4825592, -3.6577606 40.4818726, -3.657589 40.4813576, -3.6572456 40.4810143, -3.6572456 40.4806709, -3.6577606 40.4804993, -3.6584473 40.4804993, -3.6589622 40.4803276, -3.6591339 40.4798126, -3.6591339 40.479126, -3.6593056 40.478611, -3.6603355 40.4782677, -3.6606789 40.4779243, -3.6611938 40.4777527, -3.6625671 40.4777527, -3.6630821 40.477581, -3.6634254 40.4772377, -3.6639404 40.477066, -3.6653137 40.477066, -3.6658287 40.4772377, -3.666172 40.477581, -3.6665154 40.477581, -3.6668587 40.4772377, -3.6673737 40.477066, -3.6678886 40.4772377, -3.6685753 40.4779243, -3.6687469 40.4784393, -3.6685753 40.4789543, -3.668232 40.4792976, -3.668232 40.479641, -3.6685753 40.4799843, -3.6687469 40.4804993, -3.6686611 40.4810143, -3.6681461 40.4813576)))"
CARREFOUR EXPRESS GRAVINA,CALLE DE GRAVINA 13,28004,MADRID,COMUNIDAD DE MADRID,17.595032291292828,POINT (-3.697183 40.422907),"MULTIPOLYGON (((-3.6990452 40.4236794, -3.6989594 40.4241943, -3.6987877 40.4247093, -3.6982727 40.424881, -3.6968994 40.424881, -3.6963844 40.4247093, -3.6960411 40.424366, -3.6950111 40.4240227, -3.6946678 40.4229927, -3.6936378 40.4226494, -3.6936378 40.4223061, -3.6943245 40.4216194, -3.6948395 40.4214478, -3.6955261 40.4214478, -3.6960411 40.4212761, -3.6963844 40.4209328, -3.6968994 40.4207611, -3.6982727 40.4207611, -3.6987877 40.4209328, -3.6994743 40.4216194, -3.699646 40.4221344, -3.699646 40.422821, -3.6995602 40.423336, -3.6990452 40.4236794)))","MULTIPOLYGON (((-3.7023067 40.424881, -3.7018776 40.4250526, -3.7015343 40.4260826, -3.7010193 40.4262543, -3.699646 40.4262543, -3.699131 40.4264259, -3.6987877 40.4267693, -3.6982727 40.4269409, -3.6975861 40.4269409, -3.6970711 40.4271126, -3.6967278 40.4274559, -3.6963844 40.4274559, -3.6960411 40.4271126, -3.6955261 40.4269409, -3.6941528 40.4269409, -3.6936378 40.4267693, -3.6929512 40.4260826, -3.6927795 40.4255676, -3.6927795 40.424881, -3.6926079 40.424366, -3.6920929 40.4241943, -3.6914063 40.4241943, -3.6908913 40.4240227, -3.6907196 40.4235077, -3.6907196 40.4221344, -3.6908913 40.4216194, -3.6915779 40.4209328, -3.6920929 40.4207611, -3.6926079 40.4209328, -3.6929512 40.4212761, -3.6934662 40.4214478, -3.6941528 40.4214478, -3.6946678 40.4212761, -3.6948395 40.4207611, -3.6948395 40.4193878, -3.6950111 40.4188728, -3.6960411 40.4185295, -3.6963844 40.4181862, -3.6968994 40.4180145, -3.6974144 40.4181862, -3.6977577 40.4185295, -3.6982727 40.4187012, -3.699646 40.4187012, -3.700161 40.4188728, -3.7005043 40.4192162, -3.7015343 40.4195595, -3.7017059 40.4200745, -3.7017059 40.422821, -3.7018776 40.423336, -3.7022209 40.423336, -3.7025642 40.4229927, -3.7029076 40.4229927, -3.7030792 40.4235077, -3.7030792 40.4241943, -3.7029934 40.4247093, -3.7027359 40.424881, -3.7023067 40.424881)))"
CARREFOUR EXPRESS AVENIDA DE GUADALAJARA,CALLE DE FRANCFORT 128,28022,MADRID,COMUNIDAD DE MADRID,12.836419419319911,POINT (-3.6068021 40.4241613),"MULTIPOLYGON (((-3.6097813 40.4236794, -3.6095238 40.4240227, -3.6074638 40.4260826, -3.6071205 40.4260826, -3.6067772 40.4257393, -3.6064339 40.4257393, -3.6060905 40.4260826, -3.6057472 40.4260826, -3.6043739 40.4247093, -3.6042023 40.4241943, -3.6043739 40.4236794, -3.6047173 40.423336, -3.6047173 40.4229927, -3.6043739 40.4226494, -3.6043739 40.4223061, -3.6054039 40.4219627, -3.6057472 40.4216194, -3.6060905 40.4216194, -3.6064339 40.4219627, -3.6069489 40.4221344, -3.6076355 40.4221344, -3.6081505 40.4223061, -3.6084938 40.4226494, -3.6090088 40.422821, -3.6096954 40.422821, -3.6102104 40.4229927, -3.6102962 40.423336, -3.6097813 40.4236794)))","MULTIPOLYGON (((-3.6123562 40.4235077, -3.611927 40.4236794, -3.6117554 40.4241943, -3.611927 40.4247093, -3.6122704 40.4250526, -3.6122704 40.425396, -3.6117554 40.4255676, -3.6110687 40.4255676, -3.6105537 40.4257393, -3.6088371 40.4274559, -3.6078072 40.4277992, -3.6074638 40.4288292, -3.6069489 40.4290009, -3.6064339 40.4288292, -3.6060905 40.4277992, -3.6057472 40.4274559, -3.6054039 40.4264259, -3.6050606 40.4264259, -3.6047173 40.4274559, -3.6042023 40.4276276, -3.6035156 40.4276276, -3.6030006 40.4274559, -3.602829 40.4269409, -3.602829 40.4255676, -3.6026573 40.4250526, -3.6021423 40.424881, -3.6014557 40.424881, -3.6009407 40.4247093, -3.600769 40.4241943, -3.600769 40.422821, -3.6009407 40.4223061, -3.6019707 40.4219627, -3.602314 40.4216194, -3.603344 40.4212761, -3.6036873 40.4209328, -3.6047173 40.4205894, -3.6050606 40.4202461, -3.6055756 40.4200745, -3.6076355 40.4200745, -3.6081505 40.4202461, -3.6084938 40.4205894, -3.6090088 40.4207611, -3.6110687 40.4207611, -3.6115837 40.4209328, -3.611927 40.4212761, -3.612957 40.4216194, -3.6131287 40.4221344, -3.6131287 40.422821, -3.6130428 40.423336, -3.6127853 40.4235077, -3.6123562 40.4235077)))"
CARREFOUR EXPRESS ANDRÉS MELLADO,CALLE DE ANDRÉS MELLADO 9,28015,MADRID,COMUNIDAD DE MADRID,23.769262332658954,POINT (-3.714665 40.431432),"MULTIPOLYGON (((-3.7167263 40.4324341, -3.7162971 40.4326057, -3.7159538 40.4336357, -3.7149239 40.433979, -3.7145805 40.4343224, -3.7142372 40.4343224, -3.7138939 40.433979, -3.7128639 40.4336357, -3.7125206 40.4326057, -3.7114906 40.4322624, -3.711319 40.4317474, -3.7114906 40.4312325, -3.7125206 40.4308891, -3.7128639 40.4298592, -3.7138939 40.4295158, -3.7142372 40.4291725, -3.7147522 40.4290009, -3.7154388 40.4290009, -3.7159538 40.4291725, -3.7162971 40.4295158, -3.7173271 40.4298592, -3.7174988 40.4303741, -3.7173271 40.4308891, -3.7162971 40.4312325, -3.7162971 40.4315758, -3.7173271 40.4319191, -3.7174129 40.4322624, -3.7171555 40.4324341, -3.7167263 40.4324341)))","MULTIPOLYGON (((-3.7196445 40.4332924, -3.7195587 40.4338074, -3.7193871 40.4343224, -3.7187004 40.435009, -3.7181854 40.4351807, -3.7168121 40.4351807, -3.7162971 40.4353523, -3.7159538 40.4356956, -3.7149239 40.436039, -3.7145805 40.4370689, -3.7142372 40.4370689, -3.7138939 40.436039, -3.7128639 40.4356956, -3.711834 40.4346657, -3.710804 40.4343224, -3.7101173 40.4336357, -3.709774 40.4326057, -3.7090874 40.4319191, -3.7080574 40.4315758, -3.7080574 40.4312325, -3.7085724 40.4310608, -3.709259 40.4310608, -3.709774 40.4308891, -3.709774 40.4305458, -3.708744 40.4302025, -3.708744 40.4298592, -3.709774 40.4295158, -3.7101173 40.4284859, -3.7106323 40.4283142, -3.7111473 40.4284859, -3.7114906 40.4288292, -3.711834 40.4288292, -3.7132072 40.4274559, -3.7135506 40.4264259, -3.7138939 40.4264259, -3.7142372 40.4267693, -3.7147522 40.4269409, -3.7161255 40.4269409, -3.7166405 40.4271126, -3.7176704 40.4281425, -3.7187004 40.4284859, -3.7190437 40.4288292, -3.7200737 40.4291725, -3.7202454 40.4296875, -3.7200737 40.4302025, -3.7197304 40.4305458, -3.7197304 40.4308891, -3.7200737 40.4312325, -3.7200737 40.4315758, -3.7197304 40.4319191, -3.7197304 40.4322624, -3.7200737 40.4326057, -3.7201595 40.4329491, -3.7196445 40.4332924)))"
